topicId,topic,domainId,subdomain,subdomainId,domain,type
UXD-08-03,Analyze user groups and develop appropriate personas to represent them in design.,UXD,User advocacy,UXD-08,User Experience Design,Essential
UXD-08-04,Propose appropriate user tasks for an application under consideration.,UXD,User advocacy,UXD-08,User Experience Design,Essential
UXD-08-05,Describe the effect of socialization on the effectiveness of an application interface.,UXD,User advocacy,UXD-08,User Experience Design,Essential
UXD-08-06,Demonstrate the importance of evaluating the impact of proposed system changes on the user experience.,UXD,User advocacy,UXD-08,User Experience Design,Essential
WMS-01-01,Describe how the world-wide web has impacted people’s lives over time.,WMS,Perspectives andimpact,WMS-01,Web and Mobile Systems,Essential
WMS-01-02,Illustrate the growth and changes in mobile devices and applications over time.,WMS,Perspectives andimpact,WMS-01,Web and Mobile Systems,Essential
WMS-02-01,Describe the role of HTTP and HTTPS in the context of web applications.,WMS,Technologies,WMS-02,Web and Mobile Systems,Essential
WMS-02-02,"Build a simple web site that •organizes information effectively, •uses valid HTML and CSS,and •applies appropriate web standards from standards bodies such as W3C.",WMS,Technologies,WMS-02,Web and Mobile Systems,Essential
WMS-02-03,"Develop a web or mobile application that •uses industry-standard technologies, •integratesserialized data in a structured format such as XML or JSON both synchronously and asynchronously, •validates data inputs on the client-and server-side as appropriate, •uses cookies, •reads or modifies data in a server-side database,and •uses JavaScript.",WMS,Technologies,WMS-02,Web and Mobile Systems,Essential
WMS-02-04,"Express the constraints involved in state management (cookies, query strings, sessions) in the web and mobile context.",WMS,Technologies,WMS-02,Web and Mobile Systems,Essential
WMS-02-05,Contrast client-side with server-side security issues.,WMS,Technologies,WMS-02,Web and Mobile Systems,Essential
WMS-03-01,"Compare characteristics such as color depth, compression, codec, and server requirements for •graphic media file formatsand •streaming media formats.",WMS,Digital media,WMS-03,Web and Mobile Systems,Essential
WMS-03-02,Propose a graphic file type for a given set of image characteristics.,WMS,Digital media,WMS-03,Web and Mobile Systems,Essential
WMS-03-03,Provide metaphors for issues involved in deploying and serving media content.,WMS,Digital media,WMS-03,Web and Mobile Systems,Essential
WMS-04-01,"Express constraints that mobile platforms put on developers, including the performance vs. power tradeoff.",WMS,Applications concepts,WMS-04,Web and Mobile Systems,Essential
WMS-04-02,"Contrast mobile programming, web programming, and general-purpose programming.",WMS,Applications concepts,WMS-04,Web and Mobile Systems,Essential
WMS-04-03,Apply principles of UXD to enhance the user experience of a web site or mobile application.,WMS,Applications concepts,WMS-04,Web and Mobile Systems,Essential
WMS-04-04,"Evaluate the design and architecture of a web or mobile system, including issues such as design patterns (including MVC), layers, tradeoffs between redundancy and scalability, state management, and search engineoptimization.",WMS,Applications concepts,WMS-04,Web and Mobile Systems,Essential
WMS-05-01,Use industry-standard tools and technologies for web and mobile development.,WMS,Development tools and frameworks,WMS-05,Web and Mobile Systems,Essential
WMS-05-02,Argueforthe advantages and disadvantages of development frameworks for web and mobile development.,WMS,Development tools and frameworks,WMS-05,Web and Mobile Systems,Essential
WMS-05-03,"Use a development framework such as jQuery, Angular, Laravel, ASP.NET MVC, Django, or WordPress.",WMS,Development tools and frameworks,WMS-05,Web and Mobile Systems,Essential
WMS-05-04,Use collaboration tools such as GitHub to work with a team on a web or mobile application.,WMS,Development tools and frameworks,WMS-05,Web and Mobile Systems,Essential
WMS-06-01,Illustrate browser security models including same-origin policy and thread models in web security.,WMS,Vulnerabilities,WMS-06,Web and Mobile Systems,Essential
WMS-06-02,"Describe how authentication, secure certificates, and secure communication can be used in web sessions.",WMS,Vulnerabilities,WMS-06,Web and Mobile Systems,Essential
WMS-06-03,"Instruct others on common types of vulnerabilities and attacks in web and mobile applications, such as •using webpage graphics as web beacons, •using cookies to compromise privacy, •denial of service attacks, •cross-site scripting attacks,and •SQL injection attacks.",WMS,Vulnerabilities,WMS-06,Web and Mobile Systems,Essential
WMS-06-04,"Secure a web or mobile application and defend against common attacks using techniques such as •client-side security capabilities, •public key encryption, •security certificates,and •safelypersisting user logins (such as “remember me” functionality).",WMS,Vulnerabilities,WMS-06,Web and Mobile Systems,Essential
WMS-06-05,Use accepted standards to ensure that user input on web pages doesnot affect server-side processes.,WMS,Vulnerabilities,WMS-06,Web and Mobile Systems,Essential
WMS-07-01,Illustrate the difference between asynchronous and synchronous communication on the web.,WMS,Social software,WMS-07,Web and Mobile Systems,Essential
WMS-07-02,Contrast the characteristics of various web-and mobile-based communication media.,WMS,Social software,WMS-07,Web and Mobile Systems,Essential
ANE-01-01,Describe several proprietary network protocols.,ANE,Proprietary networks,ANE-01,Applied Networks,Supplementary
ANE-01-02,Describe the advantages and disadvantages of building upon proprietary networks.,ANE,Proprietary networks,ANE-01,Applied Networks,Supplementary
ANE-01-03,Compare proprietary network protocols versus open standard protocols.,ANE,Proprietary networks,ANE-01,Applied Networks,Supplementary
ANE-01-04,"Describe principalcomponents and technologiesofthe system network architecture(SNA), which is IBM’s proprietary networking",ANE,Proprietary networks,ANE-01,Applied Networks,Supplementary
ANE-01-05,chitecture.,ANE,Proprietary networks,ANE-01,Applied Networks,Supplementary
ANE-01-06,Analyze proprietary network management schemes.,ANE,Proprietary networks,ANE-01,Applied Networks,Supplementary
ANE-01-07,Design and maintain a proprietary network protocol.,ANE,Proprietary networks,ANE-01,Applied Networks,Supplementary
ANE-02-01,Describe the role of socket programming in communicating between systems.,ANE,Network programming,ANE-02,Applied Networks,Supplementary
ANE-02-02,Contrast theprotocols and uses of TCP/IP sockets and datagram sockets.,ANE,Network programming,ANE-02,Applied Networks,Supplementary
ANE-02-03,Use various solutions to perform inter-process communications.,ANE,Network programming,ANE-02,Applied Networks,Supplementary
ANE-02-04,Demonstrate knowledge of protocols and languages used in web and multimedia delivery.,ANE,Network programming,ANE-02,Applied Networks,Supplementary
ANE-02-05,Demonstrate advanced knowledge of programming for network communications.,ANE,Network programming,ANE-02,Applied Networks,Supplementary
ANE-02-06,Write your own socket-based network application programs.,ANE,Network programming,ANE-02,Applied Networks,Supplementary
ANE-02-07,Describe several major technologies used in network communications.,ANE,Network programming,ANE-02,Applied Networks,Supplementary
ANE-02-08,"Design, develop,and test a socket program that communicates between several different services usingboth TCP/IP sockets and",ANE,Network programming,ANE-02,Applied Networks,Supplementary
ANE-02-09,tagram sockets.,ANE,Network programming,ANE-02,Applied Networks,Supplementary
ANE-02-10,"Design, develop,and test a program that uses a messaging service to send asynchronous messages toanother application across the",ANE,Network programming,ANE-02,Applied Networks,Supplementary
ANE-02-11,twork.,ANE,Network programming,ANE-02,Applied Networks,Supplementary
ANE-03-01,Describe the meaning of a routing protocol.,ANE,Routing protocols,ANE-03,Applied Networks,Supplementary
ANE-03-02,Contrast an IPv4 subnet with an IPv6 subnet.,ANE,Routing protocols,ANE-03,Applied Networks,Supplementary
ANE-03-03,Demonstrate the advantages of using an enhanced interior gateway routing protocol (EIGRP) over an interior gateway routing protocol (IGRP).,ANE,Routing protocols,ANE-03,Applied Networks,Supplementary
ANE-03-04,Contrast dynamic routing with static routing.,ANE,Routing protocols,ANE-03,Applied Networks,Supplementary
ANE-03-05,Illustrate how traffic is routed using a mobile IP.,ANE,Routing protocols,ANE-03,Applied Networks,Supplementary
ANE-04-01,Use a basic mobile network architecture.,ANE,Mobile networks,ANE-04,Applied Networks,Supplementary
ANE-04-02,Analyze new developments in the field of mobile communications andmobile internet.,ANE,Mobile networks,ANE-04,Applied Networks,Supplementary
ANE-04-03,"Assess new developments in the field of mobile communications and internet using principles, techniques,and tools developed throughout the course.",ANE,Mobile networks,ANE-04,Applied Networks,Supplementary
ANE-04-04,"Demonstrate an understanding of existing technologies for mobile internet and how they canbe used, optimized, and enhanced for practical situations using concepts and techniques presented.",ANE,Mobile networks,ANE-04,Applied Networks,Supplementary
ANE-04-05,Describe several main characteristics of mobile IP and show how it differs from IPregardingmobility management and location,ANE,Mobile networks,ANE-04,Applied Networks,Supplementary
ANE-04-06,nagement as well as performance.,ANE,Mobile networks,ANE-04,Applied Networks,Supplementary
ANE-04-07,"Describe areas of interest that lie within mobile networks including multimedia, wireless, mobile computing, and distributed",ANE,Mobile networks,ANE-04,Applied Networks,Supplementary
ANE-04-08,mputing.,ANE,Mobile networks,ANE-04,Applied Networks,Supplementary
ANE-04-09,Contrast mobile networks of varying quality.,ANE,Mobile networks,ANE-04,Applied Networks,Supplementary
ANE-04-10,Describe the extension of client-server model to accommodate mobility and client cache management.,ANE,Mobile networks,ANE-04,Applied Networks,Supplementary
ANE-04-11,Illustrate several security issues related to mobile computing.,ANE,Mobile networks,ANE-04,Applied Networks,Supplementary
ANE-04-12,Describe performance issues related to mobile computing.,ANE,Mobile networks,ANE-04,Applied Networks,Supplementary
ANE-05-01,"Provide an overview of the history, evolution, and compatibility of wireless standards.",ANE,Wireless networks,ANE-05,Applied Networks,Supplementary
ANE-05-02,Identify several special problems related to wireless and mobile computing.,ANE,Wireless networks,ANE-05,Applied Networks,Supplementary
ANE-05-03,Contrast between wireless LANs and cellular networks.,ANE,Wireless networks,ANE-05,Applied Networks,Supplementary
ANE-05-04,Demonstrate several specific differences between physical networking and wireless networking.,ANE,Wireless networks,ANE-05,Applied Networks,Supplementary
ANE-05-05,Compare several different solutions for communications at each network layer.,ANE,Wireless networks,ANE-05,Applied Networks,Supplementary
ANE-05-06,Identify several protocols used in wireless communications.,ANE,Wireless networks,ANE-05,Applied Networks,Supplementary
ANE-05-07,Perform simulations of wireless networking.,ANE,Wireless networks,ANE-05,Applied Networks,Supplementary
ANE-05-08,Describe security issues related to wireless networks.,ANE,Wireless networks,ANE-05,Applied Networks,Supplementary
ANE-05-09,Describe performance issues related towireless networks.,ANE,Wireless networks,ANE-05,Applied Networks,Supplementary
ANE-06-01,Describe a storage area network (SAN).,ANE,Storage area networks,ANE-06,Applied Networks,Supplementary
ANE-06-02,Describe a network-attached storage (NAS).,ANE,Storage area networks,ANE-06,Applied Networks,Supplementary
ANE-06-03,Contrast advantages of SAN and NAS over direct-access storage (DAS).,ANE,Storage area networks,ANE-06,Applied Networks,Supplementary
ANE-06-04,Enumerate several benefits gained from using storage area networks.,ANE,Storage area networks,ANE-06,Applied Networks,Supplementary
ANE-06-05,Describe storage advantages of internet small computer systems interface (iSCSI) over small computer systems interface (SCSI).,ANE,Storage area networks,ANE-06,Applied Networks,Supplementary
ANE-07-01,Describe a network application.,ANE,Applications for networks,ANE-07,Applied Networks,Supplementary
ANE-07-02,Distinguish between a network application and a network-based application.,ANE,Applications for networks,ANE-07,Applied Networks,Supplementary
ANE-07-03,Contrast peer-to-peer (P2P) architectures with client-server architectures.,ANE,Applications for networks,ANE-07,Applied Networks,Supplementary
ANE-07-04,Describe differences between instant messaging and email.,ANE,Applications for networks,ANE-07,Applied Networks,Supplementary
ANE-07-05,Express the underlying architecture utilized for multi-user network games.,ANE,Applications for networks,ANE-07,Applied Networks,Supplementary
ANE-07-06,Contrast land-line telephone communication with internet communication.,ANE,Applications for networks,ANE-07,Applied Networks,Supplementary
ANE-07-07,Describe the challenges of real-time video conferencing.,ANE,Applications for networks,ANE-07,Applied Networks,Supplementary
CCO-01-01,Recognize what it means when IT is defined as “in the cloud.”,CCO,Perspectives and impact,CCO-01,Cloud Computing,Supplementary
CCO-01-02,Decide when cloud computing first became a service delivery model.,CCO,Perspectives and impact,CCO-01,Cloud Computing,Supplementary
CCO-01-03,"Contrast the different categories of cloud computing services (e.g.,SaaS, IaaS, PaaS,BusinessProcess-BPaaS).",CCO,Perspectives and impact,CCO-01,Cloud Computing,Supplementary
CCO-01-04,Discussthe reasons why cloud computing is an essential part of information technology.,CCO,Perspectives and impact,CCO-01,Cloud Computing,Supplementary
CCO-02-01,Demonstrate the conceptual terms of cloud computing.,CCO,Concepts and fundamentals,CCO-02,Cloud Computing,Supplementary
CCO-02-02,Categorize the different servicetypeswithin cloud service delivery.,CCO,Concepts and fundamentals,CCO-02,Cloud Computing,Supplementary
CCO-02-03,Compare the responsibilities of service providers vs. cloud service consumers/customers.,CCO,Concepts and fundamentals,CCO-02,Cloud Computing,Supplementary
CCO-02-04,Be aware of several privacy legislation examples as they relate to cloud computing.,CCO,Concepts and fundamentals,CCO-02,Cloud Computing,Supplementary
CCO-02-05,Contrast private-sector and public-sector requirements.,CCO,Concepts and fundamentals,CCO-02,Cloud Computing,Supplementary
CCO-02-06,"Analyze the organizationaldrivers for using cloud services including risk/benefit assessment(e.g.,cloud first).",CCO,Concepts and fundamentals,CCO-02,Cloud Computing,Supplementary
CCO-03-01,"Consider how contract negotiation relates to cloud computing (e.g., the right to audit).",CCO,Security and data considerations,CCO-03,Cloud Computing,Supplementary
CCO-03-02,"Demonstrate why organizational accountabilityfor data and system security still exists in a cloud service, delivery model.",CCO,Security and data considerations,CCO-03,Cloud Computing,Supplementary
CCO-03-03,Imagine several scenarios in which a breach of security may occur.,CCO,Security and data considerations,CCO-03,Cloud Computing,Supplementary
CCO-03-04,"Recommend what safe guards and security models should be in place to reduce organizationalrisk (e.g.,consent/notice requirements,",CCO,Security and data considerations,CCO-03,Cloud Computing,Supplementary
CCO-03-05,ta classification).,CCO,Security and data considerations,CCO-03,Cloud Computing,Supplementary
CCO-03-06,Use security tools and design techniques to ensure security is builtinto cloud services.,CCO,Security and data considerations,CCO-03,Cloud Computing,Supplementary
CCO-04-01,Compare the differences between an internal application and a cloud application.,CCO,Using cloud computing applications,CCO-04,Cloud Computing,Supplementary
CCO-04-02,Contrast the advantages and disadvantages of cloud applications.,CCO,Using cloud computing applications,CCO-04,Cloud Computing,Supplementary
CCO-04-03,Match descriptions of cloud service types with cloud service names.,CCO,Using cloud computing applications,CCO-04,Cloud Computing,Supplementary
CCO-04-04,Propose several samples of risk/benefit assessments when selecting applications.,CCO,Using cloud computing applications,CCO-04,Cloud Computing,Supplementary
CCO-04-05,"Decide which application characteristics will not, or should not, run in the cloud.",CCO,Using cloud computing applications,CCO-04,Cloud Computing,Supplementary
CCO-05-01,Be aware of architecture principles of cloud computing service delivery.,CCO,Architecture,CCO-05,Cloud Computing,Supplementary
CCO-05-02,"Contrast cloud architectures to outsourcing (i.e.,hosted) and sharedservices models.",CCO,Architecture,CCO-05,Cloud Computing,Supplementary
CCO-05-03,Critique common change control guidelines and standards as they relate to cloud services.,CCO,Architecture,CCO-05,Cloud Computing,Supplementary
CCO-05-04,Propose several ways of measuring cloud service performance and the importance of service level agreements.,CCO,Architecture,CCO-05,Cloud Computing,Supplementary
CCO-05-05,Recognize the challengesof ‘big data’ analytics in the cloud.,CCO,Architecture,CCO-05,Cloud Computing,Supplementary
CCO-05-06,Contrast single cloud vs.multiple cloud deployment models.,CCO,Architecture,CCO-05,Cloud Computing,Supplementary
CCO-06-01,Compare developing systems in cloud environments compared tothose intraditional environments.,CCO,Developmentin the cloud,CCO-06,Cloud Computing,Supplementary
CCO-06-02,"Document on-demand, self-servicedesign requirements.",CCO,Developmentin the cloud,CCO-06,Cloud Computing,Supplementary
CCO-06-03,Contrast the use of synchronous vs. asynchronous transactions.,CCO,Developmentin the cloud,CCO-06,Cloud Computing,Supplementary
CCO-06-04,Analyze criteria for choosing coupled or de-coupled system integration.,CCO,Developmentin the cloud,CCO-06,Cloud Computing,Supplementary
CCO-06-05,Build and deploy several basic cloud applications.,CCO,Developmentin the cloud,CCO-06,Cloud Computing,Supplementary
CCO-06-06,Design an interface for a cloud application to beused on a smartphone.,CCO,Developmentin the cloud,CCO-06,Cloud Computing,Supplementary
CCO-07-01,"Compare theinfrastructuredifferences between public cloud computing, private cloud computing,and hybrid models.",CCO,Cloud infrastructure and data,CCO-07,Cloud Computing,Supplementary
CCO-07-02,Argueforhow virtualization is a driving principle behind cloud computing.,CCO,Cloud infrastructure and data,CCO-07,Cloud Computing,Supplementary
CCO-07-03,Illustrate how rapid elasticity is a characteristic of cloud computing infrastructure.,CCO,Cloud infrastructure and data,CCO-07,Cloud Computing,Supplementary
CCO-07-04,Contrast the desirable and undesirable characteristics of cloud data management.,CCO,Cloud infrastructure and data,CCO-07,Cloud Computing,Supplementary
CCO-07-05,"Reflect on how emerging technologies could change the design of cloud services (e.g.,IoT).",CCO,Cloud infrastructure and data,CCO-07,Cloud Computing,Supplementary
CEC-01-01,Describe how the deployment of a new technology impacts cybersecurity.,CEC,Case studies and lessons learned,CEC-01,Cybersecurity Emerging Challenges,Supplementary
CEC-01-02,Describe how lawenforcement is impacted by the introduction of new cybersecurity technologies.,CEC,Case studies and lessons learned,CEC-01,Cybersecurity Emerging Challenges,Supplementary
CEC-01-03,"Show how a cybersecurity event had global reach, such as the DigiNotar incident or the SSL Heartbleed vulnerability.",CEC,Case studies and lessons learned,CEC-01,Cybersecurity Emerging Challenges,Supplementary
CEC-01-04,Tell a story of a cybersecurity case studies describingthe impact and lessons learned from the case.,CEC,Case studies and lessons learned,CEC-01,Cybersecurity Emerging Challenges,Supplementary
CEC-02-01,Use tools to identify information that can be examined in a network.,CEC,Network forensics,CEC-02,Cybersecurity Emerging Challenges,Supplementary
CEC-02-02,Perform a network inventory.,CEC,Network forensics,CEC-02,Cybersecurity Emerging Challenges,Supplementary
CEC-02-03,Compare active and passive approaches to network forensics.,CEC,Network forensics,CEC-02,Cybersecurity Emerging Challenges,Supplementary
CEC-02-04,Describe how a man-in-the-middle attack can reveal the contents of an encrypted network communication.,CEC,Network forensics,CEC-02,Cybersecurity Emerging Challenges,Supplementary
CEC-02-05,Employ surveillance mechanisms to discover network intrusion.,CEC,Network forensics,CEC-02,Cybersecurity Emerging Challenges,Supplementary
CEC-03-01,Show where data is stored in a complex system.,CEC,Stored data forensics,CEC-03,Cybersecurity Emerging Challenges,Supplementary
CEC-03-02,Use a criminalinvestigative technique in a computer forensic investigation scenario.,CEC,Stored data forensics,CEC-03,Cybersecurity Emerging Challenges,Supplementary
CEC-03-03,Exhibit digital evidences for presentation in court.,CEC,Stored data forensics,CEC-03,Cybersecurity Emerging Challenges,Supplementary
CEC-03-04,Find contraband information on a desktop computer.,CEC,Stored data forensics,CEC-03,Cybersecurity Emerging Challenges,Supplementary
CEC-03-05,Prepare an inventory of the files on a desktop computer.,CEC,Stored data forensics,CEC-03,Cybersecurity Emerging Challenges,Supplementary
CEC-03-06,Reconstruct a timelinefrom information on a device being analyzed.,CEC,Stored data forensics,CEC-03,Cybersecurity Emerging Challenges,Supplementary
CEC-03-07,Perform a logical file extraction.,CEC,Stored data forensics,CEC-03,Cybersecurity Emerging Challenges,Supplementary
CEC-03-08,Perform a physical extraction of evidence.,CEC,Stored data forensics,CEC-03,Cybersecurity Emerging Challenges,Supplementary
CEC-03-09,Extract a memory dump from a running computer.,CEC,Stored data forensics,CEC-03,Cybersecurity Emerging Challenges,Supplementary
CEC-03-10,Compare commercial and open source forensic tools.,CEC,Stored data forensics,CEC-03,Cybersecurity Emerging Challenges,Supplementary
CEC-04-01,"Prepare an inventory of the files on a mobile device (e.g., a phone, tablet, or embedded system).",CEC,Mobile forensics,CEC-04,Cybersecurity Emerging Challenges,Supplementary
CEC-04-02,Prepare a list of the applications and remote services used by a mobile device.,CEC,Mobile forensics,CEC-04,Cybersecurity Emerging Challenges,Supplementary
CEC-04-03,Use forensic tools specific to major mobile operating systems.,CEC,Mobile forensics,CEC-04,Cybersecurity Emerging Challenges,Supplementary
CEC-04-04,Unlock and rootmobile devices.,CEC,Mobile forensics,CEC-04,Cybersecurity Emerging Challenges,Supplementary
CEC-04-05,Describe how to detect or reveal encrypted contents.,CEC,Mobile forensics,CEC-04,Cybersecurity Emerging Challenges,Supplementary
CEC-05-01,"Make sense of the different security issues stemming from the use of platform as a service, infrastructure as a service, andsoftware as a service.",CEC,Cloud security,CEC-05,Cybersecurity Emerging Challenges,Supplementary
CEC-05-02,Argueforthe value of Risk and Authorization Management programs (like FedRAMP) and the key processes used in those programs.,CEC,Cloud security,CEC-05,Cybersecurity Emerging Challenges,Supplementary
CEC-05-03,Contrast the security benefits and risks of cloud storage systems.,CEC,Cloud security,CEC-05,Cybersecurity Emerging Challenges,Supplementary
CEC-05-04,Describe how authentication strategies are implemented for users of cloud systems.,CEC,Cloud security,CEC-05,Cybersecurity Emerging Challenges,Supplementary
CEC-05-05,Propose forensic options for analyzing cloud-based systems.,CEC,Cloud security,CEC-05,Cybersecurity Emerging Challenges,Supplementary
CEC-05-06,Analyze auditing and recovery options for cloud servers.,CEC,Cloud security,CEC-05,Cybersecurity Emerging Challenges,Supplementary
CEC-06-01,Document requirements of security metrics.,CEC,Security metrics,CEC-06,Cybersecurity Emerging Challenges,Supplementary
CEC-06-02,Propose data that supports the creation of metrics.,CEC,Security metrics,CEC-06,Cybersecurity Emerging Challenges,Supplementary
CEC-06-03,Perform a security measurement to a network resource.,CEC,Security metrics,CEC-06,Cybersecurity Emerging Challenges,Supplementary
CEC-06-04,Analyze the role of continuous monitoring in a security practice.,CEC,Security metrics,CEC-06,Cybersecurity Emerging Challenges,Supplementary
CEC-06-05,Describe how security metrics can be used to detect compliance and risk issues.,CEC,Security metrics,CEC-06,Cybersecurity Emerging Challenges,Supplementary
CEC-07-01,Use a Binary analysis tool.,CEC,Malware analysis,CEC-07,Cybersecurity Emerging Challenges,Supplementary
CEC-07-02,Use a Disassemblers tool.,CEC,Malware analysis,CEC-07,Cybersecurity Emerging Challenges,Supplementary
CEC-07-03,Use a Debugger tool.,CEC,Malware analysis,CEC-07,Cybersecurity Emerging Challenges,Supplementary
CEC-07-04,Use a sandbox.,CEC,Malware analysis,CEC-07,Cybersecurity Emerging Challenges,Supplementary
CEC-07-05,Compare static and dynamic analysis.,CEC,Malware analysis,CEC-07,Cybersecurity Emerging Challenges,Supplementary
CEC-07-06,Illustrate proper laboratory procedures for handling malware.,CEC,Malware analysis,CEC-07,Cybersecurity Emerging Challenges,Supplementary
CEC-07-07,Analyze whether a specific malware detector would identify a malware sample.,CEC,Malware analysis,CEC-07,Cybersecurity Emerging Challenges,Supplementary
CEC-08-01,Illustrate a hardware supply chain.,CEC,Supply chain and software assurance,CEC-08,Cybersecurity Emerging Challenges,Supplementary
CEC-08-02,Illustrate a software supply chain.,CEC,Supply chain and software assurance,CEC-08,Cybersecurity Emerging Challenges,Supplementary
CEC-08-03,Propose security considerations that should be evaluated for each stage in the lifecycle of a product.,CEC,Supply chain and software assurance,CEC-08,Cybersecurity Emerging Challenges,Supplementary
CEC-08-04,"Be aware of secure softwaredevelopment including the use of safe language, static analysis of software, and dynamic software testing.",CEC,Supply chain and software assurance,CEC-08,Cybersecurity Emerging Challenges,Supplementary
CEC-08-05,"Exhibit several common defects, bugs, and logic flaws in software.",CEC,Supply chain and software assurance,CEC-08,Cybersecurity Emerging Challenges,Supplementary
CEC-09-01,Describe how an insider can intentionally and unintentionally reduce or affect an organization’s security posture.,CEC,Personnel and human security,CEC-09,Cybersecurity Emerging Challenges,Supplementary
CEC-09-02,Make sense of the limits a background check in screening an organization’s employees.,CEC,Personnel and human security,CEC-09,Cybersecurity Emerging Challenges,Supplementary
CEC-09-03,Illustrate how to recognize phishing and spear phishing.,CEC,Personnel and human security,CEC-09,Cybersecurity Emerging Challenges,Supplementary
CEC-09-04,Compare the benefits with the risks of a ‘bring your own device’ (BYOD) program.,CEC,Personnel and human security,CEC-09,Cybersecurity Emerging Challenges,Supplementary
CEC-09-05,Tell a story about dangerous places on the web and how surfing one of them can have a negative impact on privacy or security.,CEC,Personnel and human security,CEC-09,Cybersecurity Emerging Challenges,Supplementary
CEC-09-06,Tell a story about how a social engineering attack can be designed using data posted on social media.,CEC,Personnel and human security,CEC-09,Cybersecurity Emerging Challenges,Supplementary
CEC-10-01,"Discuss the trade-off between utility and risk of cloud computing, file sharing, and peer-to-peer services.",CEC,Social dimensions,CEC-10,Cybersecurity Emerging Challenges,Supplementary
CEC-10-02,Make sense of the impact of IT systems on privacy.,CEC,Social dimensions,CEC-10,Cybersecurity Emerging Challenges,Supplementary
CEC-10-03,"Make meaning of the inherent tension between the concepts of personal privacy, accountability, and deterrence related to cybersecurity",CEC,Social dimensions,CEC-10,Cybersecurity Emerging Challenges,Supplementary
CEC-10-04,ents.,CEC,Social dimensions,CEC-10,Cybersecurity Emerging Challenges,Supplementary
CEC-10-05,"Describe how crowdsourcing techniques such as big data mining impacts data confidentiality, integrity, and availability.",CEC,Social dimensions,CEC-10,Cybersecurity Emerging Challenges,Supplementary
CEC-11-01,Analyze the options for enterprise malware detection.,CEC,Security implementations,CEC-11,Cybersecurity Emerging Challenges,Supplementary
CEC-11-02,Contrast the effectiveness and costs of malware detection with application whitelisting.,CEC,Security implementations,CEC-11,Cybersecurity Emerging Challenges,Supplementary
CEC-11-03,Make sense of the limitations of penetration testing.,CEC,Security implementations,CEC-11,Cybersecurity Emerging Challenges,Supplementary
CEC-11-04,Contrast the security implications of homogeneousand heterogeneous networks.,CEC,Security implementations,CEC-11,Cybersecurity Emerging Challenges,Supplementary
CEC-11-05,"Model the cost of defense, recovery andremediation for a smallorganizationand a large-scale enterprise.",CEC,Security implementations,CEC-11,Cybersecurity Emerging Challenges,Supplementary
CEC-11-06,Recognize “security containers” and identify their limitations and usability failings with respect to mobile devices.,CEC,Security implementations,CEC-11,Cybersecurity Emerging Challenges,Supplementary
CEC-11-07,Provide a thorough security analysis of digital currency implementation.,CEC,Security implementations,CEC-11,Cybersecurity Emerging Challenges,Supplementary
CEC-11-08,"Design and develop digital currency e-commerce applications using relevant development tools and protocols (e.g.,",CEC,Security implementations,CEC-11,Cybersecurity Emerging Challenges,Supplementary
CEC-11-09,"tpay̳insight,̳bitcore, cosign)",CEC,Security implementations,CEC-11,Cybersecurity Emerging Challenges,Supplementary
CEC-11-10,Make meaning of the terms CPS and IoT and why they are often used interchangeably and identify definitions that indicate the,CEC,Security implementations,CEC-11,Cybersecurity Emerging Challenges,Supplementary
CEC-11-11,fferences between them.,CEC,Security implementations,CEC-11,Cybersecurity Emerging Challenges,Supplementary
CEC-11-12,Recognize the protocols and networks typically used to connect CPS and IoT devices to networks.,CEC,Security implementations,CEC-11,Cybersecurity Emerging Challenges,Supplementary
CEC-11-13,Describe how security mechanisms are used to address IT challenges that may not be viable in the world of CPS or IoT.,CEC,Security implementations,CEC-11,Cybersecurity Emerging Challenges,Supplementary
CEC-11-14,"Design, create, and deploy a IoT device using open source andlow-costcomputing platforms.",CEC,Security implementations,CEC-11,Cybersecurity Emerging Challenges,Supplementary
CEC-11-15,Describe how the handling and storageof data delivered by IoT devices offers challenges to securityandprivacy.,CEC,Security implementations,CEC-11,Cybersecurity Emerging Challenges,Supplementary
DSA-01-01,Discuss the emerging field of data science.,DSA,Perspectives and impact,DSA-01,Data Scalability and Analytics,Supplementary
DSA-01-02,Identify sources of large volumes of data.,DSA,Perspectives and impact,DSA-01,Data Scalability and Analytics,Supplementary
DSA-01-03,Recognizechallenges in analytics of very large volumes of data.,DSA,Perspectives and impact,DSA-01,Data Scalability and Analytics,Supplementary
DSA-01-04,Describe how analytics can be used in major functional areas of an organization.,DSA,Perspectives and impact,DSA-01,Data Scalability and Analytics,Supplementary
DSA-01-05,"Define and describe large-scale data challengesofvolume, variety, velocity,and veracity.",DSA,Perspectives and impact,DSA-01,Data Scalability and Analytics,Supplementary
DSA-01-06,"Define and describechallenges of large scale data analytics in diverse sectors such assensor networks, finance, retail, genomics,and social media.",DSA,Perspectives and impact,DSA-01,Data Scalability and Analytics,Supplementary
DSA-01-07,Compare different data platforms that can be used for processing and generating large datasets.,DSA,Perspectives and impact,DSA-01,Data Scalability and Analytics,Supplementary
DSA-01-08,Useastatistical programming language such as R or Python.,DSA,Perspectives and impact,DSA-01,Data Scalability and Analytics,Supplementary
DSA-03-01,Discuss common Extract Transform Load scenarios.,DSA,Data management,DSA-03,Data Scalability and Analytics,Supplementary
