breakdown,topic,domainId,domain,subdomain,subdomainId,topicId,tier,New Topic
"[1 Core-Tier1 hour, 1 Core-Tier2 hour] ","Defense in depth  (e.g., defensive programming, layered defense) ",IAS,Information Assurance and Security,Principles of Secure Design,IAS-44,IAS-44-05,Tier 1,IA-01-05
"[1 Core-Tier1 hour, 1 Core-Tier2 hour] ",Security by design (cross-reference SE/Software Design/System design principles),IAS,Information Assurance and Security,Principles of Secure Design,IAS-44,IAS-44-06,Tier 1,IA-01-06
"[1 Core-Tier1 hour, 1 Core-Tier2 hour] ",Tensions between security and other design goals,IAS,Information Assurance and Security,Principles of Secure Design,IAS-44,IAS-44-07,Tier 1,IA-01-07
"[1 Core-Tier1 hour, 1 Core-Tier2 hour] ",Complete mediation,IAS,Information Assurance and Security,Principles of Secure Design,IAS-44,IAS-44-08,Tier 2,IA-01-08
"[1 Core-Tier1 hour, 1 Core-Tier2 hour] ",Use of vetted security components,IAS,Information Assurance and Security,Principles of Secure Design,IAS-44,IAS-44-09,Tier 2,IA-01-09
"[1 Core-Tier1 hour, 1 Core-Tier2 hour] ","Economy of mechanism (reducing trusted computing base, minimize attack surface) (cross-reference ",IAS,Information Assurance and Security,Principles of Secure Design,IAS-44,IAS-44-10,Tier 2,IA-01-10
"[1 Core-Tier1 hour, 1 Core-Tier2 hour] ",Usable security (cross-reference HCI/Foundations/Cognitive models that inform interaction design),IAS,Information Assurance and Security,Principles of Secure Design,IAS-44,IAS-44-11,Tier 2,IA-01-11
"[1 Core-Tier1 hour, 1 Core-Tier2 hour] ",Security composability ,IAS,Information Assurance and Security,Principles of Secure Design,IAS-44,IAS-44-12,Tier 2,IA-01-12
"[1 Core-Tier1 hour, 1 Core-Tier2 hour] ","Prevention, detection, and deterrence (cross-reference SF/Reliability through Redundancy/Distinction ",IAS,Information Assurance and Security,Principles of Secure Design,IAS-44,IAS-44-13,Tier 2,IA-01-13
"[1 Core-Tier1 hour, 1 Core-Tier2 hour] ",Input validation and data sanitization (cross-reference SDF/Development Methods/Program Correctness),IAS,Information Assurance and Security,Defensive Programming,IAS-45,IAS-45-01,Tier 1,IA-02-01
"[1 Core-Tier1 hour, 1 Core-Tier2 hour] ",Choice of programming languageand type-safe languages,IAS,Information Assurance and Security,Defensive Programming,IAS-45,IAS-45-02,Tier 1,IA-02-02
"[1 Core-Tier1 hour, 1 Core-Tier2 hour] ",Examples of input validation and data sanitization errors (cross-reference SDF/Development ,IAS,Information Assurance and Security,Defensive Programming,IAS-45,IAS-45-03,Tier 1,IA-02-03
"[1 Core-Tier1 hour, 1 Core-Tier2 hour] ",Race conditions (cross-reference SF/Parallelism/Parallel programming and PD/Parallel Architecture/Shared ,IAS,Information Assurance and Security,Defensive Programming,IAS-45,IAS-45-04,Tier 1,IA-02-04
"[1 Core-Tier1 hour, 1 Core-Tier2 hour] ",Correct handling of exceptions and unexpectedbehaviors (cross-reference SDF/Development ,IAS,Information Assurance and Security,Defensive Programming,IAS-45,IAS-45-05,Tier 1,IA-02-05
"[1 Core-Tier1 hour, 1 Core-Tier2 hour] ",Correct usage of third-party components (cross-reference SDF/Development Methods/program correctness ,IAS,Information Assurance and Security,Defensive Programming,IAS-45,IAS-45-06,Tier 2,IA-02-06
"[1 Core-Tier1 hour, 1 Core-Tier2 hour] ",Effectively deploying security updates (cross-reference OS/Security and Protection/Security methods and ,IAS,Information Assurance and Security,Defensive Programming,IAS-45,IAS-45-07,Tier 2,IA-02-07
"[1 Core-Tier1 hour, 1 Core-Tier2 hour] ",Information flow control,IAS,Information Assurance and Security,Defensive Programming,IAS-45,IAS-45-08,Elective,IA-02-08
"[1 Core-Tier1 hour, 1 Core-Tier2 hour] ",Correctly generating randomness for security purposes,IAS,Information Assurance and Security,Defensive Programming,IAS-45,IAS-45-09,Elective,IA-02-09
"[1 Core-Tier1 hour, 1 Core-Tier2 hour] ",Mechanisms for detecting andmitigating input and data sanitization errors,IAS,Information Assurance and Security,Defensive Programming,IAS-45,IAS-45-10,Elective,IA-02-10
"[1 Core-Tier1 hour, 1 Core-Tier2 hour] ",Fuzzing,IAS,Information Assurance and Security,Defensive Programming,IAS-45,IAS-45-11,Elective,IA-02-11
"[1 Core-Tier1 hour, 1 Core-Tier2 hour] ",Static analysis and dynamic analysis,IAS,Information Assurance and Security,Defensive Programming,IAS-45,IAS-45-12,Elective,IA-02-12
"[1 Core-Tier1 hour, 1 Core-Tier2 hour] ",Program verification,IAS,Information Assurance and Security,Defensive Programming,IAS-45,IAS-45-13,Elective,IA-02-13
"[1 Core-Tier1 hour, 1 Core-Tier2 hour] ","Operating system support (e.g., address space randomization, canaries)",IAS,Information Assurance and Security,Defensive Programming,IAS-45,IAS-45-14,Elective,IA-02-14
"[1 Core-Tier1 hour, 1 Core-Tier2 hour] ","Hardware support (e.g., DEP, TPM)",IAS,Information Assurance and Security,Defensive Programming,IAS-45,IAS-45-15,Elective,IA-02-15
[1 Core-Tier2 hour] ,"Attacker goals, capabilities, and motivations (such as  underground economy, digital espionage, ",IAS,Information Assurance and Security,Threats and Attacks ,IAS-46,IAS-46-01,Tier 2,IA-03-01
[1 Core-Tier2 hour] ,"Examples of malware (e.g., viruses, worms, spyware, botnets, Trojan horses or rootkits)",IAS,Information Assurance and Security,Threats and Attacks ,IAS-46,IAS-46-02,Tier 2,IA-03-02
[1 Core-Tier2 hour] ,Denial of Service (DoS) and Distributed Denial of Service (DDoS),IAS,Information Assurance and Security,Threats and Attacks ,IAS-46,IAS-46-03,Tier 2,IA-03-03
[1 Core-Tier2 hour] ,"Social engineering (e.g., phishing) (cross-reference SP/Social Context/Social implications of computing in ",IAS,Information Assurance and Security,Threats and Attacks ,IAS-46,IAS-46-04,Tier 2,IA-03-04
[1 Core-Tier2 hour] ,Attacks on privacy and anonymity (cross-reference HCI/Foundations/Social models that inform interaction ,IAS,Information Assurance and Security,Threats and Attacks ,IAS-46,IAS-46-05,Elective,IA-03-05
[1 Core-Tier2 hour] ,Malware/unwanted communication such as covert channelsand steganography,IAS,Information Assurance and Security,Threats and Attacks ,IAS-46,IAS-46-06,Elective,IA-03-06
[2 Core-Tier2 hours],"Network specific threats and attack types (e.g., denial of service, spoofing, sniffing and traffic redirection, ",IAS,Information Assurance and Security,Network Security ,IAS-47,IAS-47-01,Tier 2,IA-04-01
[2 Core-Tier2 hours],Use of cryptography for data and network security,IAS,Information Assurance and Security,Network Security ,IAS-47,IAS-47-02,Tier 2,IA-04-02
[2 Core-Tier2 hours],"Architectures for secure networks (e.g., secure channels, secure routing protocols, secure DNS, VPNs, ",IAS,Information Assurance and Security,Network Security ,IAS-47,IAS-47-03,Tier 2,IA-04-03
[2 Core-Tier2 hours],"Defense mechanisms and countermeasures (e.g., network monitoring, intrusion detection, firewalls, ",IAS,Information Assurance and Security,Network Security ,IAS-47,IAS-47-04,Tier 2,IA-04-04
[2 Core-Tier2 hours],"Security for wireless, cellular networks (cross-reference NC/Mobility/Principles of cellular networks; ",IAS,Information Assurance and Security,Network Security ,IAS-47,IAS-47-05,Elective,IA-04-05
[2 Core-Tier2 hours],"Other non-wired networks (e.g., ad hoc, sensor, and vehicular networks) ",IAS,Information Assurance and Security,Network Security ,IAS-47,IAS-47-06,Elective,IA-04-06
[2 Core-Tier2 hours],Censorship resistance,IAS,Information Assurance and Security,Network Security ,IAS-47,IAS-47-07,Elective,IA-04-07
[2 Core-Tier2 hours],"Operational network security management (e.g., configure network access control)",IAS,Information Assurance and Security,Network Security ,IAS-47,IAS-47-08,Elective,IA-04-08
[1 Core-Tier2 hour] ,"BasicCryptography Terminology coveringnotions pertaining to the different (communication) partners, ",IAS,Information Assurance and Security,Cryptography,IAS-48,IAS-48-01,Tier 2,IA-05-01
[1 Core-Tier2 hour] ,"Cipher types(e.g., Caesar cipher, affine cipher) together with typical attack methodssuch as frequency ",IAS,Information Assurance and Security,Cryptography,IAS-48,IAS-48-02,Tier 2,IA-05-02
[1 Core-Tier2 hour] ,Public Key Infrastructure support for digital signature and encryption and its challenges,IAS,Information Assurance and Security,Cryptography,IAS-48,IAS-48-03,Tier 2,IA-05-03
[1 Core-Tier2 hour] ,"Mathematical Preliminaries essential for cryptography, includingtopics in linear algebra, number theory, ",IAS,Information Assurance and Security,Cryptography,IAS-48,IAS-48-04,Elective,IA-05-04
[1 Core-Tier2 hour] ,Cryptographic primitives:,IAS,Information Assurance and Security,Cryptography,IAS-48,IAS-48-05,Elective,IA-05-05
[1 Core-Tier2 hour] ,Symmetric key cryptography,IAS,Information Assurance and Security,Cryptography,IAS-48,IAS-48-06,Elective,IA-05-06
[1 Core-Tier2 hour] ,Public key cryptography:,IAS,Information Assurance and Security,Cryptography,IAS-48,IAS-48-07,Elective,IA-05-07
[1 Core-Tier2 hour] ,"Authenticated key exchange protocols, e.g., TLS",IAS,Information Assurance and Security,Cryptography,IAS-48,IAS-48-08,Elective,IA-05-08
[1 Core-Tier2 hour] ,"Cryptographic protocols: challenge-response authentication, zero-knowledge protocols, commitment, ",IAS,Information Assurance and Security,Cryptography,IAS-48,IAS-48-09,Elective,IA-05-09
[1 Core-Tier2 hour] ,"Motivate concepts using real-world applications, e.g., electronic cash, secure channels between clients and ",IAS,Information Assurance and Security,Cryptography,IAS-48,IAS-48-10,Elective,IA-05-10
[1 Core-Tier2 hour] ,Security definitions and attacks on cryptographic primitives:,IAS,Information Assurance and Security,Cryptography,IAS-48,IAS-48-11,Elective,IA-05-11
[1 Core-Tier2 hour] ,Cryptographic standards and references implementations,IAS,Information Assurance and Security,Cryptography,IAS-48,IAS-48-12,Elective,IA-05-12
[1 Core-Tier2 hour] ,Quantum cryptography,IAS,Information Assurance and Security,Cryptography,IAS-48,IAS-48-13,Elective,IA-05-13
[Elective] ,Web security model,IAS,Information Assurance and Security,Web Security,IAS-49,IAS-49-01,Elective,IA-06-01
[Elective] ,"Session management, authentication",IAS,Information Assurance and Security,Web Security,IAS-49,IAS-49-02,Elective,IA-06-02
[Elective] ,Application vulnerabilities and defenses,IAS,Information Assurance and Security,Web Security,IAS-49,IAS-49-03,Elective,IA-06-03
[Elective] ,Client-side security,IAS,Information Assurance and Security,Web Security,IAS-49,IAS-49-04,Elective,IA-06-04
[Elective] ,"Server-side security tools, e.g. Web Application Firewalls (WAFs) and fuzzers",IAS,Information Assurance and Security,Web Security,IAS-49,IAS-49-05,Elective,IA-06-05
[Elective] ,Code integrity and code signing,IAS,Information Assurance and Security,Platform Security,IAS-50,IAS-50-01,Elective,IA-07-01
[Elective] ,"Secure boot, measured boot, and root of trust",IAS,Information Assurance and Security,Platform Security,IAS-50,IAS-50-02,Elective,IA-07-02
[Elective] ,Attestation,IAS,Information Assurance and Security,Platform Security,IAS-50,IAS-50-03,Elective,IA-07-03
[Elective] ,TPM and secure co-processors,IAS,Information Assurance and Security,Platform Security,IAS-50,IAS-50-04,Elective,IA-07-04
[Elective] ,"Security threats from peripherals, e.g., DMA, IOMMU",IAS,Information Assurance and Security,Platform Security,IAS-50,IAS-50-05,Elective,IA-07-05
[Elective] ,"Physical attacks: hardware Trojans, memory probes, cold boot attacks",IAS,Information Assurance and Security,Platform Security,IAS-50,IAS-50-06,Elective,IA-07-06
[Elective] ,"Security of embedded devices, e.g., medical devices, cars",IAS,Information Assurance and Security,Platform Security,IAS-50,IAS-50-07,Elective,IA-07-07
[Elective] ,Trusted path,IAS,Information Assurance and Security,Platform Security,IAS-50,IAS-50-08,Elective,IA-07-08
[Elective] ,Privacy policy  (cross-reference SP/Social Context/Social implications of computing in a networked world; ,IAS,Information Assurance and Security,Security Policy and Governance,IAS-51,IAS-51-01,Elective,IA-08-01
[Elective] ,Inference controls/statistical disclosure limitation,IAS,Information Assurance and Security,Security Policy and Governance,IAS-51,IAS-51-02,Elective,IA-08-02
[Elective] ,"Backup policy, password refresh policy",IAS,Information Assurance and Security,Security Policy and Governance,IAS-51,IAS-51-03,Elective,IA-08-03
[Elective] ,Breach disclosure policy,IAS,Information Assurance and Security,Security Policy and Governance,IAS-51,IAS-51-04,Elective,IA-08-04
[Elective] ,Data collection and retention policies,IAS,Information Assurance and Security,Security Policy and Governance,IAS-51,IAS-51-05,Elective,IA-08-05
[Elective] ,Supply chain policy,IAS,Information Assurance and Security,Security Policy and Governance,IAS-51,IAS-51-06,Elective,IA-08-06
[Elective] ,Cloud security tradeoffs,IAS,Information Assurance and Security,Security Policy and Governance,IAS-51,IAS-51-07,Elective,IA-08-07
[Elective] ,Basic Principles and methodologies for digital forensics,IAS,Information Assurance and Security,Digital Forensics,IAS-52,IAS-52-01,Elective,IA-09-01
[Elective] ,Design systems with forensic needs in mind,IAS,Information Assurance and Security,Digital Forensics,IAS-52,IAS-52-02,Elective,IA-09-02
[Elective] ,Rules of Evidence – general concepts and differences between jurisdictions and Chain of Custody,IAS,Information Assurance and Security,Digital Forensics,IAS-52,IAS-52-03,Elective,IA-09-03
[Elective] ,Search and Seizure of evidence: legal and procedural requirements,IAS,Information Assurance and Security,Digital Forensics,IAS-52,IAS-52-04,Elective,IA-09-04
[Elective] ,DigitalEvidence methods and standards,IAS,Information Assurance and Security,Digital Forensics,IAS-52,IAS-52-05,Elective,IA-09-05
[Elective] ,Techniques and standards for Preservation of Data,IAS,Information Assurance and Security,Digital Forensics,IAS-52,IAS-52-06,Elective,IA-09-06
[Elective] ,Legal and Reporting Issues including working as an expert witness,IAS,Information Assurance and Security,Digital Forensics,IAS-52,IAS-52-07,Elective,IA-09-07
[Elective] ,OS/File System Forensics,IAS,Information Assurance and Security,Digital Forensics,IAS-52,IAS-52-08,Elective,IA-09-08
[Elective] ,Application Forensics ,IAS,Information Assurance and Security,Digital Forensics,IAS-52,IAS-52-09,Elective,IA-09-09
[Elective] ,Web Forensics,IAS,Information Assurance and Security,Digital Forensics,IAS-52,IAS-52-10,Elective,IA-09-10
[Elective] ,Network Forensics,IAS,Information Assurance and Security,Digital Forensics,IAS-52,IAS-52-11,Elective,IA-09-11
[Elective] ,Mobile Device Forensics,IAS,Information Assurance and Security,Digital Forensics,IAS-52,IAS-52-12,Elective,IA-09-12
[Elective] ,Computer/network/system attacks,IAS,Information Assurance and Security,Digital Forensics,IAS-52,IAS-52-13,Elective,IA-09-13
[Elective] ,Attack detection and investigation,IAS,Information Assurance and Security,Digital Forensics,IAS-52,IAS-52-14,Elective,IA-09-14
[Elective] ,Anti-forensics,IAS,Information Assurance and Security,Digital Forensics,IAS-52,IAS-52-15,Elective,IA-09-15
[Elective] ,Building security into the software development lifecycle (cross-reference SE/Software Processes),IAS,Information Assurance and Security,Secure Software Engineering,IAS-53,IAS-53-01,Elective,IA-10-01
[Elective] ,Secure design principles and patterns,IAS,Information Assurance and Security,Secure Software Engineering,IAS-53,IAS-53-02,Elective,IA-10-02
[Elective] ,Secure software specifications and requirements ,IAS,Information Assurance and Security,Secure Software Engineering,IAS-53,IAS-53-03,Elective,IA-10-03
[Elective] ,Secure software development practices (cross-reference SE/Software Construction),IAS,Information Assurance and Security,Secure Software Engineering,IAS-53,IAS-53-04,Elective,IA-10-04
[Elective] ,Secure testing - the process of testing that security requirements are met (including static and dynamic ,IAS,Information Assurance and Security,Secure Software Engineering,IAS-53,IAS-53-05,Elective,IA-10-05
[Elective] ,Software quality assurance andbenchmarking measurements,IAS,Information Assurance and Security,Secure Software Engineering,IAS-53,IAS-53-06,Elective,IA-10-06
[1 Core-Tier1 hour; 2 Core-Tier2 hours],Information systems as socio-technical systems,IM,Information Management,InformationManagementConcepts,IM-54,IM-54-01,Tier 1,IM-01-01
[1 Core-Tier1 hour; 2 Core-Tier2 hours],Basic information storage and retrieval(IS&R) concepts,IM,Information Management,InformationManagementConcepts,IM-54,IM-54-02,Tier 1,IM-01-02
[1 Core-Tier1 hour; 2 Core-Tier2 hours],Information capture and representation,IM,Information Management,InformationManagementConcepts,IM-54,IM-54-03,Tier 1,IM-01-03
[1 Core-Tier1 hour; 2 Core-Tier2 hours],"Supporting human needs: searching, retrieving, linking, browsing, navigating",IM,Information Management,InformationManagementConcepts,IM-54,IM-54-04,Tier 1,IM-01-04
[1 Core-Tier1 hour; 2 Core-Tier2 hours],Information management applications ,IM,Information Management,InformationManagementConcepts,IM-54,IM-54-05,Tier 2,IM-01-05
[1 Core-Tier1 hour; 2 Core-Tier2 hours],"Declarative and navigational queries, use of links",IM,Information Management,InformationManagementConcepts,IM-54,IM-54-06,Tier 2,IM-01-06
[1 Core-Tier1 hour; 2 Core-Tier2 hours],Analysis and indexing,IM,Information Management,InformationManagementConcepts,IM-54,IM-54-07,Tier 2,IM-01-07
[1 Core-Tier1 hour; 2 Core-Tier2 hours],"Quality issues: reliability, scalability, efficiency, and effectiveness",IM,Information Management,InformationManagementConcepts,IM-54,IM-54-08,Tier 2,IM-01-08
[3 Core-Tier2 hours],Approaches to and evolution of database systems,IM,Information Management,Database Systems ,IM-55,IM-55-01,Tier 2,IM-02-01
[3 Core-Tier2 hours],Components of database systems ,IM,Information Management,Database Systems ,IM-55,IM-55-02,Tier 2,IM-02-02
[3 Core-Tier2 hours],"Design of core DBMS functions (e.g., query mechanisms, transaction management, buffer management, ",IM,Information Management,Database Systems ,IM-55,IM-55-03,Tier 2,IM-02-03
[3 Core-Tier2 hours],Database architecture and data independence,IM,Information Management,Database Systems ,IM-55,IM-55-04,Tier 2,IM-02-04
[3 Core-Tier2 hours],Use of a declarative query language,IM,Information Management,Database Systems ,IM-55,IM-55-05,Tier 2,IM-02-05
[3 Core-Tier2 hours],Systems supporting structured and/or stream content,IM,Information Management,Database Systems ,IM-55,IM-55-06,Tier 2,IM-02-06
[3 Core-Tier2 hours],"Approaches for managing large volumes of data (e.g., noSQL database systems, use of MapReduce). ",IM,Information Management,Database Systems ,IM-55,IM-55-07,Elective,IM-02-07
[4 Core-Tier2 hours],Data modeling,IM,Information Management,Data Modeling ,IM-56,IM-56-01,Tier 2,IM-03-01
[4 Core-Tier2 hours],"Conceptual models (e.g., entity-relationship, UML diagrams) ",IM,Information Management,Data Modeling ,IM-56,IM-56-02,Tier 2,IM-03-02
[4 Core-Tier2 hours],Spreadsheet models,IM,Information Management,Data Modeling ,IM-56,IM-56-03,Tier 2,IM-03-03
[4 Core-Tier2 hours],Relational data models,IM,Information Management,Data Modeling ,IM-56,IM-56-04,Tier 2,IM-03-04
[4 Core-Tier2 hours],Object-oriented models(cross-reference PL/Object-Oriented Programming),IM,Information Management,Data Modeling ,IM-56,IM-56-05,Tier 2,IM-03-05
[4 Core-Tier2 hours],"Semi-structured data model (expressed using DTD or XML Schema, for example)",IM,Information Management,Data Modeling ,IM-56,IM-56-06,Tier 2,IM-03-06
[Elective] ,The impact of indices on query performance,IM,Information Management,Indexing,IM-57,IM-57-01,Elective,IM-04-01
[Elective] ,The basic structure of an index,IM,Information Management,Indexing,IM-57,IM-57-02,Elective,IM-04-02
[Elective] ,Keeping a buffer of data in memory,IM,Information Management,Indexing,IM-57,IM-57-03,Elective,IM-04-03
[Elective] ,Creating indexes with SQL,IM,Information Management,Indexing,IM-57,IM-57-04,Elective,IM-04-04
[Elective] ,Indexing text,IM,Information Management,Indexing,IM-57,IM-57-05,Elective,IM-04-05
[Elective] ,"Indexing the web (e.g., web crawling)",IM,Information Management,Indexing,IM-57,IM-57-06,Elective,IM-04-06
[Elective],Mapping conceptual schema to a relational schema,IM,Information Management,Relational Databases ,IM-58,IM-58-01,Elective,IM-05-01
[Elective],Entity and referential integrity,IM,Information Management,Relational Databases ,IM-58,IM-58-02,Elective,IM-05-02
[Elective],Relational algebra and relational calculus,IM,Information Management,Relational Databases ,IM-58,IM-58-03,Elective,IM-05-03
[Elective],Relational Database design,IM,Information Management,Relational Databases ,IM-58,IM-58-04,Elective,IM-05-04
[Elective],Functional dependency,IM,Information Management,Relational Databases ,IM-58,IM-58-05,Elective,IM-05-05
[Elective],Decomposition of a schema; lossless-join and dependency-preservation properties of a decomposition,IM,Information Management,Relational Databases ,IM-58,IM-58-06,Elective,IM-05-06
[Elective],"Candidate keys, superkeys,and closure of a set of attributes",IM,Information Management,Relational Databases ,IM-58,IM-58-07,Elective,IM-05-07
[Elective],Normal forms (BCNF),IM,Information Management,Relational Databases ,IM-58,IM-58-08,Elective,IM-05-08
[Elective],Multi-valued dependency (4NF),IM,Information Management,Relational Databases ,IM-58,IM-58-09,Elective,IM-05-09
[Elective],"Join dependency (PJNF, 5NF)",IM,Information Management,Relational Databases ,IM-58,IM-58-10,Elective,IM-05-10
[Elective],Representation theory,IM,Information Management,Relational Databases ,IM-58,IM-58-11,Elective,IM-05-11
[Elective],Overview of database languages,IM,Information Management,Query Languages ,IM-59,IM-59-01,Elective,IM-06-01
[Elective],"SQL (data definition, query formulation, update sublanguage, constraints, integrity)",IM,Information Management,Query Languages ,IM-59,IM-59-02,Elective,IM-06-02
[Elective],Selections,IM,Information Management,Query Languages ,IM-59,IM-59-03,Elective,IM-06-03
[Elective],Projections,IM,Information Management,Query Languages ,IM-59,IM-59-04,Elective,IM-06-04
[Elective],Select-project-join,IM,Information Management,Query Languages ,IM-59,IM-59-05,Elective,IM-06-05
[Elective],Aggregates andgroup-by ,IM,Information Management,Query Languages ,IM-59,IM-59-06,Elective,IM-06-06
[Elective],Subqueries,IM,Information Management,Query Languages ,IM-59,IM-59-07,Elective,IM-06-07
[Elective],QBE and 4th-generation environments,IM,Information Management,Query Languages ,IM-59,IM-59-08,Elective,IM-06-08
[Elective],Different ways to invoke non-procedural queries in conventional languages,IM,Information Management,Query Languages ,IM-59,IM-59-09,Elective,IM-06-09
[Elective],"Introduction to other major query languages (e.g., XPATH, SPARQL)",IM,Information Management,Query Languages ,IM-59,IM-59-10,Elective,IM-06-10
[Elective],Stored procedures,IM,Information Management,Query Languages ,IM-59,IM-59-11,Elective,IM-06-11
[Elective],Transactions ,IM,Information Management,Transaction Processing ,IM-60,IM-60-01,Elective,IM-07-01
[Elective],Failure and recovery,IM,Information Management,Transaction Processing ,IM-60,IM-60-02,Elective,IM-07-02
[Elective],Concurrency control,IM,Information Management,Transaction Processing ,IM-60,IM-60-03,Elective,IM-07-03
[Elective],"Interaction of transaction management with storage, especially buffering",IM,Information Management,Transaction Processing ,IM-60,IM-60-04,Elective,IM-07-04
[Elective],Distributed DBMS,IM,Information Management,Distributed Databases ,IM-61,IM-61-01,Elective,IM-08-01
[Elective],Parallel DBMS,IM,Information Management,Distributed Databases ,IM-61,IM-61-02,Elective,IM-08-02
[Elective],Storage and file structure,IM,Information Management,Physical Database Design ,IM-62,IM-62-01,Elective,IM-09-01
[Elective],Indexed files,IM,Information Management,Physical Database Design ,IM-62,IM-62-02,Elective,IM-09-02
[Elective],Hashed files,IM,Information Management,Physical Database Design ,IM-62,IM-62-03,Elective,IM-09-03
[Elective],Signature files,IM,Information Management,Physical Database Design ,IM-62,IM-62-04,Elective,IM-09-04
[Elective],B-trees,IM,Information Management,Physical Database Design ,IM-62,IM-62-05,Elective,IM-09-05
[Elective],Files with dense index,IM,Information Management,Physical Database Design ,IM-62,IM-62-06,Elective,IM-09-06
[Elective],Files with variable length records,IM,Information Management,Physical Database Design ,IM-62,IM-62-07,Elective,IM-09-07
[Elective],Database efficiency and tuning,IM,Information Management,Physical Database Design ,IM-62,IM-62-08,Elective,IM-09-08
[Elective],Usesof data mining,IM,Information Management,Data Mining ,IM-63,IM-63-01,Elective,IM-10-01
[Elective],Data mining algorithms,IM,Information Management,Data Mining ,IM-63,IM-63-02,Elective,IM-10-02
[Elective],Associative and sequential patterns,IM,Information Management,Data Mining ,IM-63,IM-63-03,Elective,IM-10-03
[Elective],Data clustering,IM,Information Management,Data Mining ,IM-63,IM-63-04,Elective,IM-10-04
[Elective],Market basket analysis,IM,Information Management,Data Mining ,IM-63,IM-63-05,Elective,IM-10-05
[Elective],Data cleaning,IM,Information Management,Data Mining ,IM-63,IM-63-06,Elective,IM-10-06
[Elective],Data visualization(cross-reference GV/Visualization and CN/Interactive Visualization),IM,Information Management,Data Mining ,IM-63,IM-63-07,Elective,IM-10-07
[Elective],"Documents, electronic publishing, markup, and markup languages",IM,Information Management,Information Storage and Retrieval,IM-64,IM-64-01,Elective,IM-11-01
[Elective],"Tries, inverted files, PAT trees, signature files, indexing",IM,Information Management,Information Storage and Retrieval,IM-64,IM-64-02,Elective,IM-11-02
[Elective],"Morphological analysis, stemming, phrases, stop lists",IM,Information Management,Information Storage and Retrieval,IM-64,IM-64-03,Elective,IM-11-03
[Elective],"Term frequency distributions, uncertainty, fuzziness, weighting",IM,Information Management,Information Storage and Retrieval,IM-64,IM-64-04,Elective,IM-11-04
[Elective],"Vector space, probabilistic, logical, and advanced models",IM,Information Management,Information Storage and Retrieval,IM-64,IM-64-05,Elective,IM-11-05
[Elective],"Information needs, relevance, evaluation, effectiveness",IM,Information Management,Information Storage and Retrieval,IM-64,IM-64-06,Elective,IM-11-06
[Elective],"Thesauri, ontologies, classification and categorization, metadata",IM,Information Management,Information Storage and Retrieval,IM-64,IM-64-07,Elective,IM-11-07
[Elective],"Bibliographic information, bibliometrics, citations",IM,Information Management,Information Storage and Retrieval,IM-64,IM-64-08,Elective,IM-11-08
[Elective],Routing and (community) filtering,IM,Information Management,Information Storage and Retrieval,IM-64,IM-64-09,Elective,IM-11-09
[Elective],"Multimedia search, information seeking behavior, user modeling, feedback",IM,Information Management,Information Storage and Retrieval,IM-64,IM-64-10,Elective,IM-11-10
[Elective],Information summarization and visualization,IM,Information Management,Information Storage and Retrieval,IM-64,IM-64-11,Elective,IM-11-11
[Elective],"Faceted search (e.g., using citations, keywords, classification schemes)",IM,Information Management,Information Storage and Retrieval,IM-64,IM-64-12,Elective,IM-11-12
[Elective],Digital libraries,IM,Information Management,Information Storage and Retrieval,IM-64,IM-64-13,Elective,IM-11-13
[Elective],"Digitization, storage, interchange, digital objects, composites, and packages",IM,Information Management,Information Storage and Retrieval,IM-64,IM-64-14,Elective,IM-11-14
[Elective],Metadata and cataloging,IM,Information Management,Information Storage and Retrieval,IM-64,IM-64-15,Elective,IM-11-15
[Elective],"Naming,repositories, archives",IM,Information Management,Information Storage and Retrieval,IM-64,IM-64-16,Elective,IM-11-16
[Elective],"Archiving and preservation, integrity",IM,Information Management,Information Storage and Retrieval,IM-64,IM-64-17,Elective,IM-11-17
[Elective],"Spaces (conceptual, geographical, 2/3D, VR)",IM,Information Management,Information Storage and Retrieval,IM-64,IM-64-18,Elective,IM-11-18
[Elective],"Architectures (agents, buses, wrappers/mediators), interoperability",IM,Information Management,Information Storage and Retrieval,IM-64,IM-64-19,Elective,IM-11-19
[Elective],"Services (searching, linking, browsing, and so forth)",IM,Information Management,Information Storage and Retrieval,IM-64,IM-64-20,Elective,IM-11-20
[Elective],"Intellectual property rightsmanagement, privacy, and protection (watermarking)",IM,Information Management,Information Storage and Retrieval,IM-64,IM-64-21,Elective,IM-11-21
[Elective],"Input and output devices, device drivers, control signals and protocols, DSPs",IM,Information Management,Multimedia Systems,IM-65,IM-65-01,Elective,IM-12-01
[Elective],"Standards (e.g., audio, graphics, video)",IM,Information Management,Multimedia Systems,IM-65,IM-65-02,Elective,IM-12-02
[Elective],"Applications, media editors, authoring systems, and authoring",IM,Information Management,Multimedia Systems,IM-65,IM-65-03,Elective,IM-12-03
[Elective],"Streams/structures, capture/represent/transform, spaces/domains, compression/coding",IM,Information Management,Multimedia Systems,IM-65,IM-65-04,Elective,IM-12-04
[Elective],"Content-based analysis, indexing, and retrieval of audio, images, animation, and video",IM,Information Management,Multimedia Systems,IM-65,IM-65-05,Elective,IM-12-05
[Elective],"Presentation, rendering, synchronization, multi-modal integration/interfaces",IM,Information Management,Multimedia Systems,IM-65,IM-65-06,Elective,IM-12-06
